codice esercizio,PROVINCIA,COMUNE,CATEGORIA,DENOMINAZIONE,name,operator,LOCALITA,FRAZIONE,INDIRIZZO 1,INDIRIZZO 2,CAP,TELEFONO,CELLULARE,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,N_BAGNI,oh,PERIODO_APERTURA 1,PERIODO_APERTURA 2,PERIODO_APERTURA 3,PERIODO_APERTURA 4,PERIODO_APERTURA 5,PERIODO_APERTURA 6,PERIODO_APERTURA 7,PERIODO_APERTURA 8,lat,lng
2430,UDINE,CIVIDALE DEL FRIULI,Comfort,Al Nid di Boscutti Carlo,Al Nid ,Boscutti Carlo,-,GRUPIGNANO,Via Premariacco, 89/4,33043,,+39 346 2363950,,al-nid@libero.it,,3,6,3,"Jan 01 - Feb 15, Mar 01 - Dec 31",Jan 01 - Feb 15,Mar 01 - Dec 31,,,,,,,46.0873752,13.4166924
71561,UDINE,CIVIDALE DEL FRIULI,Comfort,B&B Ergira di  Rucli Manuela,,Rucli Manuela,-,-,Via Gagliano, 30/B,,,+39 347 9972696,,bandbergira@gmail.com,,3,8,3,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0742631,13.4354196
34700,UDINE,CIVIDALE DEL FRIULI,Comfort,Casa Carbonara di Alvarez Remesal Rafael Angel,,Rafael Angel,-,-,Via Borgo San Domenico, 3/2,33043,+39 0432 732594,+39 339 2181841,+39 0432 732594,casacarbonara@gmail.com,http://www.casacarbonara.com,2,6,2,"Jan 01 - Jan 03, Jan 05 - Dec 31",Jan 01 - Jan 03,Jan 05 - Dec 31,,,,,,,46.0977205,13.4285643
41740,UDINE,CIVIDALE DEL FRIULI,Comfort,Da Patty di Vogrig Silvana,Da Patty ,Vogrig Silvana,-,-,Via Monte Matajur,8,33043,+39 0432 701084,+39 340 9548411,+39 0432 701084,bebpatty@libero.it,,2,3,2,"Jan 01 - Jan 10, Apr 01 - Dec 31",Jan 01 - Jan 10,Apr 01 - Dec 31,,,,,,,46.0959272,13.43286
62920,UDINE,CODROIPO,Standard,Fiori di Maggio di Zoffi Maria Rosa,,Maria Rosa,-,MUSCLETTO,Via Roveredo,4,33033,+39 0432 909713,+39 347 3105216,,beb.fioridimaggio@gmail.com,,3,6,2,"Apr 21 - Sep 27, Oct 29 - Nov 08, Dec 02 - Dec 31",Apr 21 - Sep 27,Oct 29 - Nov 08,Dec 02 - Dec 31,,,,,,45.9098872,13.0031776
47821,UDINE,CODROIPO,Comfort,Abbastanza di Scanferlato Chiara,Abbastanza ,Scanferlato Chiara,-,BEANO,Vicolo Chiuso,23,33033,+39 432900100,+39 3498197512,,c.scanferlato@gmail.com,,1,2,1,Sep 01 - Sep 30,Sep 01 - Sep 30,,,,,,,,45.995637,13.025972
63341,UDINE,CODROIPO,Comfort,Rossella di Tosatto Rossella,Rossella ,Tosatto Rossella,-,BEANO,Via Ferrovia,6,33033,+39 0432 907815,+39 338 6618732,,rossella.tosatto@gmail.com,,1,2,1,Jan 01 - Nov 30,Jan 01 - Nov 30,,,,,,,,45.995316,13.0277285
41860,UDINE,CODROIPO,-,Al Picchio Rosso,,Picchio Rosso,-,-,Via Piave,38,33033,+39 0432 904350,+39 348 8295875  348 4084016,+39 0432 904350,giuli.danieli@email.it,http://www.alpicchiorosso.it,2,4,2,"Jan 01 - Feb 01, Feb 20 - Dec 31",Jan 01 - Feb 01,Feb 20 - Dec 31,,,,,,,45.9623109,12.9717587
64680,UDINE,COLLOREDO DI MONTE ALBANO,Comfort,Casa E Natura di Mercogliano Gilda,Casa E Natura ,Mercogliano Gilda,-,CODUGNELLA,Via E. Ellero,51,33010,+39 0432 889783,+39 339 2496244,,amministrazione@praticabenessere.it,,1,4,1,"Mar 15 - Aug 16, Sep 01 - Dec 10",Mar 15 - Aug 16,Sep 01 - Dec 10,,,,,,,,
66080,UDINE,COLLOREDO DI MONTE ALBANO,Comfort,Nella Terra di Mezzo di Presello Marco,Nella Terra di Mezzo ,Presello Marco,-,CAPORIACCO,Via San Daniele,7,33010,,+39 335 6791572,,marco_pisi@pec.it,http://www.nellaterradimezzo.com,2,7,2,Mar 01 - Dec 31,Mar 01 - Dec 31,,,,,,,,46.1480985,13.0896447
57120,UDINE,COLLOREDO DI MONTE ALBANO,-,B&B Dora di Lodolo Clara,B&B Dora ,Lodolo Clara,-,-,Via Lauzzana,56,33010,,+39 339 3979449,,bedbreakfastdora@gmail.com,,3,5,2,"Jan 01 - Sep 20, Dec 20 - Dec 31",Jan 01 - Sep 20,Dec 20 - Dec 31,,,,,,,46.1608298,13.1337737
51360,UDINE,CORNO DI ROSAZZO,Standard,B & B La Casa Del Pozzo di  Arrigoni Laura,,Arrigoni Laura,-,-,Località Gramogliano, 13/B,33040,,+39 333 9788898,,bblacasadelpozzo@gmail.com,,2,4,1,Apr 01 - Oct 15,Apr 01 - Oct 15,,,,,,,,46.0043779,13.4432816
50481,UDINE,CORNO DI ROSAZZO,Standard,B & B La Salette,,La Salette,-,-,Via Papa Giovanni XXIII°,12,33040,+39 0432 759655,+39 348 7155211,,laura.crucil@libero.it,,2,4,1,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,,
65901,UDINE,CORNO DI ROSAZZO,Comfort,Al Gjal di Pezzano Patrizia,Al Gjal ,Pezzano Patrizia,-,-,Via Casali,3,33040,+39 0432 753513,,+39 0432 753513,,,3,6,3,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,,
2424,UDINE,CORNO DI ROSAZZO,-,Casa 2 Tigli di Carpenetti Umberto,Casa 2 Tigli ,Carpenetti Umberto,VISINALE DELLO JUDRO,-,Via San Martino,4,33040,+39 0432 753263,+39 320 6314851,+39 0432 753263,casaduetigli@yahoo.it,http://www.casaduetigli.it,3,6,2,"Mar 20 - Jul 05, Jul 20 - Dec 31",Mar 20 - Jul 05,Jul 20 - Dec 31,,,,,,,45.9789962,13.4478798
34000,UDINE,CORNO DI ROSAZZO,-,Vendramin Silvana,,,-,-,Via Judrio,14,33040,+39 432759090,+39 3381503163,,,,3,6,1,Feb 01 - Dec 31,Feb 01 - Dec 31,,,,,,,,45.9878725,13.4488377
36380,UDINE,COSEANO,-,Ai Profumi di Campagna di Peloso Plinio E Andreutti Anna Maria,,Anna Maria,-,CISTERNA,Via del Varmo,54,33030,+39 0432  862012,+39 340 8682502,+39 0432 862012,haiprofumidicampagna@alice.it,,2,4,1,Jan 01 - Oct 31,Jan 01 - Oct 31,,,,,,,,46.0866937,12.9897186
40000,UDINE,COSEANO,-,Antica Casa Mattiussi di Mattiussi Nadea,Antica Casa Mattiussi ,Mattiussi Nadea,BARAZZETTO,-,Via del Suei,16,33030,+39 0432 297969,+39 338 6267475,,nadea_mattiussi@yahoo.it,,2,4,2,Jul 01 - Aug 31,Jul 01 - Aug 31,,,,,,,,,
39500,UDINE,COSEANO,-,Borc di Sore di Baldassi Michela,Borc di Sore ,Baldassi Michela,-,BARAZZETTO,Via Maggiore,28,33030,,+39 328 0275561,,kismo@tiscali.it,http://www.alcacciatore.it,3,5,3,"Jan 01 - Jan 31, Mar 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Sep 30,Dec 01 - Dec 31,,,,,,46.0601655,13.0304233
2623,UDINE,DIGNANO,-,Casa Pirona di Bortolan Maria,Casa Pirona ,Bortolan Maria,-,CAPOLUOGO,Via Garibaldi,25,33030,+39 0432 951215,+39 339 6813452,+39 0432 200875,emanuelecojutti@libero.it,,3,6,3,Apr 15 - Oct 15,Apr 15 - Oct 15,,,,,,,,44.9598704,13.8495412
38980,UDINE,DIGNANO,-,Casa Regina di Orlando Ludovico,Casa Regina ,Orlando Ludovico,-,CARPACCO,Via Cavour,11,33030,+39 0432 956478,+39 334 6844944,+39 0432 956478,or.amelio@alice.it,,2,4,2,"Jan 01 - Jan 15, Mar 01 - Nov 01, Dec 01 - Dec 31",Jan 01 - Jan 15,Mar 01 - Nov 01,Dec 01 - Dec 31,,,,,,,
2496,UDINE,DRENCHIA,-,Arcobaleno di Cicigoi Diego,Arcobaleno ,Cicigoi Diego,-,-,Località Drenchia Inferiore,14,33040,,+39 3928129640,,,,1,2,1,Jun 01 - Sep 30,Jun 01 - Sep 30,,,,,,,,46.184141,13.6349905
2497,UDINE,DRENCHIA,-,Le Ortensie di Tomasetig Luigia,Le Ortensie ,Tomasetig Luigia,-,-,Località Piuma,5,33040,+39 0432 721055,,+39 0432 721055,le_ortensie@libero.it,,3,6,2,Jun 01 - Sep 30,Jun 01 - Sep 30,,,,,,,,,
2465,UDINE,FAEDIS,-,Ai Nove Castelli di Depetris Matteo,Ai Nove Castelli ,Depetris Matteo,-,-,Via Udine,63,33040,+39 0432 728959,,+39 0432 718728,matteode@libero.it,,2,2,1,"Mar 01 - May 15, May 30 - Jul 10, Aug 01 - Oct 30, Nov 15 - Dec 31",Mar 01 - May 15,May 30 - Jul 10,Aug 01 - Oct 30,Nov 15 - Dec 31,,,,,46.1348809,13.3354288
34681,UDINE,FAEDIS,-,Alla Corte Dei Molini di Ronchi Angela,Alla Corte Dei Molini ,Ronchi Angela,-,-,Via dei Molini,59,33040,+39 0432 728606,+39 338 3985059,+39 0432 728606,cortedeimolini@libero.it,http://www.cortedeimolini.it,2,5,2,"Apr 01 - May 25, Jun 15 - Sep 30, Dec 01 - Dec 31",Apr 01 - May 25,Jun 15 - Sep 30,Dec 01 - Dec 31,,,,,,46.1521455,13.3493571
2382,UDINE,FAEDIS,-,Uma di Tusini Luigina,Uma ,Tusini Luigina,-,RASCHIACCO,Via Canaletto,36,33040,+39 0432 711338,+39 349 2335831,,luiginatusini@yahoo.it,http://www.casauma.com,1,4,1,"Nov 03 - Nov 20, Dec 20 - Dec 31",Nov 03 - Nov 20,Dec 20 - Dec 31,,,,,,,,
59080,UDINE,FAGAGNA,Superior,Stop & Sleep On The Hills Fagagna di  Zanor Loris,,Zanor Loris,FAGAGNA,-,Via Umberto I,74,33034,+39 0432 800639,+39 338 3574328,,loriszanor@gmail.com,,2,4,2,Feb 01 - Dec 31,Feb 01 - Dec 31,,,,,,,,46.1164942,13.0834833
43800,UDINE,FAGAGNA,Standard,Da Zemi E Lino,,E Lino,-,-,Via Udine,63,33034,+39 0432 800172,,,zemiralino@yahoo.it,,3,5,1,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,46.1508328,13.0678251
65701,UDINE,FIUMICELLO,Superior,Villa Madi di  Timpano Manuela,,Timpano Manuela,-,SAN LORENZO,Via don Carmelo Weffort,10,33050,,+39 347 1062668 / 348 9202615,,madi2008@alice.it,http://www.villamadi.com,1,4,1,"Feb 01 - Feb 14, Mar 06 - Mar 13, Mar 19 - Oct 16, Oct 29 - Nov 06",Feb 01 - Feb 14,Mar 06 - Mar 13,Mar 19 - Oct 16,Oct 29 - Nov 06,,,,,45.7737327,13.410365
66861,UDINE,FIUMICELLO,Standard,Tibu  di Salvini Cristina,Tibu  ,Salvini Cristina,-,-,Via Giacomo Matteotti,36,33050,,+39 340 7756824,,alecrisara@gmail.com,http://bbtibu.it,3,6,2,"Jan 01 - Jan 10, Apr 01 - Jun 12, Jun 19 - Sep 04, Sep 11 - Nov 06, Dec 01 - Dec 31",Jan 01 - Jan 10,Apr 01 - Jun 12,Jun 19 - Sep 04,Sep 11 - Nov 06,Dec 01 - Dec 31,,,,45.7904305,13.3967417
55500,UDINE,FLAIBANO,Superior,Da Luisa di Tosoratti Maria Luisa,,Maria Luisa,-,-,Via divisione Julia,12,33030,+39 0432 869269,+39 349 5407517,,massimiliano.fabbro@gmail.com,,1,3,1,Mar 01 - Dec 30,Mar 01 - Dec 30,,,,,,,,46.0599047,12.983589
55680,UDINE,FORGARIA NEL FRIULI,Standard,Da Gi & Jo di Ortali Giovanni,Da Gi & Jo ,Ortali Giovanni,-,SAN ROCCO,Via Belvedere,1,33030,+39 0427 808314,+39 339 2717999,+39 0427 808314,giuliamondolo@libero.it,,2,6,1,"Jan 01 - Jan 31, Jul 10 - Dec 31",Jan 01 - Jan 31,Jul 10 - Dec 31,,,,,,,46.2274033,12.9988402
70580,UDINE,FORGARIA NEL FRIULI,Standard,La Casetta In Canadá di Coletti Bruno,La Casetta In Canadá ,Coletti Bruno,-,-,Via Villaggio Canada,13,33030,,+39 329 7229228,,150366@gmail.com,http://www.dormireinfvg.it,2,4,1,"Jan 01 - Jan 08, Jan 21 - Nov 08, Nov 21 - Dec 31",Jan 01 - Jan 08,Jan 21 - Nov 08,Nov 21 - Dec 31,,,,,,46.221917,12.9681108
36482,UDINE,FORGARIA NEL FRIULI,-,Bundi  E Buinanot di Zuliani Massimiliano,Bundi  E Buinanot ,Zuliani Massimiliano,-,-,Via Coletti,7,33030,+39 0427 808013,+39 347 0737298,,emax.em@libero.it,,2,3,1,"Jan 01 - Jan 15, Mar 15 - May 02, May 15 - Jun 10, Jun 15 - Aug 31, Sep 05 - Nov 05, Dec 05 - Dec 31",Jan 01 - Jan 15,Mar 15 - May 02,May 15 - Jun 10,Jun 15 - Aug 31,Sep 05 - Nov 05,Dec 05 - Dec 31,,,46.2251447,12.9761688
2481,UDINE,FORNI AVOLTRI,-,Campo Dei Fiori di Del Fabbro Umberto,,Fabbro Umberto,BORGO CAMPO,-,Corso Italia,35,33020,+39 0433 727478,+39 331 1304537,,campodeifiori@bbcarnia.it,http://www.bbcarnia.it,2,6,2,"Jan 01 - Mar 15, Jun 01 - Aug 11, Dec 26 - Dec 31",Jan 01 - Mar 15,Jun 01 - Aug 11,Dec 26 - Dec 31,,,,,,46.5847382,12.779082
71722,UDINE,FORNI AVOLTRI,-,Durmi E Insumiasci di Del Fabbro Maddalena,,Fabbro Maddalena,-,-,Via 4 novembre,2,33020,,+39 320 5638966,,,,2,4,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
2363,UDINE,FORNI AVOLTRI,-,La Casa Delle Streghe di Michel Annalisa,La Casa Delle Streghe ,Michel Annalisa,FR. COLLINETTA,-,Via Tors,20,33020,,+39 349 2326637,,annalisa.michel@gmail.com,,3,6,2,"Jan 01 - Apr 01, May 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Apr 01,May 01 - Sep 30,Dec 01 - Dec 31,,,,,,46.581658,12.839807
2614,UDINE,FORNI AVOLTRI,-,Le Genziane di Agostinis Felicita,Le Genziane ,Agostinis Felicita,-,-,Via Belluno,19,33020,+39 0433 72195,+39 338 4945690,,legenziane@bbcarnia.it,http://www.bbcarnia.it,1,4,1,"Jan 01 - Mar 31, Jun 01 - Sep 01, Dec 01 - Dec 31",Jan 01 - Mar 31,Jun 01 - Sep 01,Dec 01 - Dec 31,,,,,,46.5856941,12.7733358
56380,UDINE,GEMONA DEL FRIULI,Standard,Centro Storico di Gollino Magda,Centro Storico ,Gollino Magda,-,-,Via Fossalat,5,33013,+39 0432983215,+39 3478266001,,magdagollino@gmail.com,,1,2,1,"Jan 01 - Jan 09, Feb 10 - Dec 31",Jan 01 - Jan 09,Feb 10 - Dec 31,,,,,,,,
2507,UDINE,GRIMACCO,-,Casa Josul di Feletig Alessandra,Casa Josul ,Feletig Alessandra,CLODIG,CLODIG,Via Cloz,28,33040,+39 0432 725034,,,,,2,4,1,Feb 01 - Nov 30,Feb 01 - Nov 30,,,,,,,,,
47780,UDINE,LATISANA,Standard,4 Chiacchiere di Pez Albina,4 Chiacchiere ,Pez Albina,PALUDO,-,Via Damiano Chiesa,46,33053,,+39 346 8724006,+39 0431 510622,dasabrina@hotmail.it,,2,3,1,Jun 01 - Aug 29,Jun 01 - Aug 29,,,,,,,,45.772908,13.0147866
46780,UDINE,LATISANA,Standard,B&B Al Ponte di Grando Claudia,B&B Al Ponte ,Grando Claudia,LATISANA,BEVAZZANA,Via del Capricorno,6,33053,+39 0431 096082,+39 348 8071643,,claudiagrando@libero.it,,3,6,2,"Jan 01 - Jan 10, Mar 01 - Oct 31, Dec 20 - Dec 31",Jan 01 - Jan 10,Mar 01 - Oct 31,Dec 20 - Dec 31,,,,,,45.6783415,13.0812242
63360,UDINE,LATISANA,Standard,Casa Volton di Monica D Angelo,,D Angelo,LATISANA,BEVAZZANA,Via Volton,13,33053,+39 347 0164607,+39 347 0164607,,,,3,6,2,Apr 23 - Oct 30,Apr 23 - Oct 30,,,,,,,,45.6924852,13.0555435
53860,UDINE,LATISANA,Comfort,Da Miranda,,,-,-,Via La Rotta,21,,,+39 328 3717927,,SIMONIN@ALICEPOSTA.IT,,2,6,2,May 18 - Nov 30,May 18 - Nov 30,,,,,,,,45.766759,13.0101694
2631,UDINE,LATISANA,-,Casa Adriana di Lazzarini Adriana,Casa Adriana ,Lazzarini Adriana,APRILIA MARITTIMA,-,Via Lignano sud,72,33053,+39 0431 53310,+39 335 5471265,+39 0431 53310,adriana.lazzarini@virgilio.it,,2,3,2,Mar 15 - Nov 15,Mar 15 - Nov 15,,,,,,,,45.6876609,13.0697862
2491,UDINE,LAUCO,-,Al Cramar di Gressani Simone,Al Cramar ,Gressani Simone,CAPOLUOGO,-,Via Capoluogo,71,33029,+39 0433 74122  0433 74291,,,frascaverde@libero.it,,3,6,3,"Jan 01 - Jan 10, Mar 21 - Apr 22, Apr 26 - May 10, Jun 01 - Jun 14, Jul 01 - Jul 31, Aug 01 - Aug 31, Oct 05 - Oct 25",Jan 01 - Jan 10,Mar 21 - Apr 22,Apr 26 - May 10,Jun 01 - Jun 14,Jul 01 - Jul 31,Aug 01 - Aug 31,Oct 05 - Oct 25,Dec 07 - Dec 31,46.4618636,12.933897
2387,UDINE,LUSEVERA,Standard,Alloggio Luciana di Noacco Claudio,Alloggio Luciana ,Noacco Claudio,-,PRADIELIS,Via Pradiel,9,33010,+39 0432 787342,+39 339 4676599,+39 0432 787342,info@alloggioluciana.it,http://www.alloggioluciana.it,1,4,1,"Jan 01 - Feb 28, Mar 15 - Apr 30, May 15 - Oct 15, Oct 31 - Dec 31",Jan 01 - Feb 28,Mar 15 - Apr 30,May 15 - Oct 15,Oct 31 - Dec 31,,,,,,
34945,UDINE,LUSEVERA,Standard,Bruolen di Sgrazzutti Stefano,Bruolen ,Sgrazzutti Stefano,-,PRADIELIS,Frazione Piedim,136,33010,,+39 339 1870593,,info@bruolen.it,http://www.bruolen.it,3,5,2,"Mar 28 - May 05, Jun 01 - Sep 30",Mar 28 - May 05,Jun 01 - Sep 30,,,,,,,,
2594,UDINE,MAJANO,Standard,Lui - De Paulis Daniela,,Paulis Daniela,-,FARLA,Via Mondovì,11,33030,+39 0432 958119,+39 340 7141290,,b.b_lui@libero.it,http://www.bed-and-breakfast.it,2,3,2,"Jan 01 - Jan 31, Mar 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Oct 31,Dec 01 - Dec 31,,,,,,,
42800,UDINE,MALBORGHETTO VALBRUNA,Superior,Le Genziane di Errath Natascia,Le Genziane ,Errath Natascia,-,UGOVIZZA,Via dei Campi,9,33010,,+39 333 7700365,,emyfive@live.it,,3,6,3,"Jan 01 - Mar 15, Jul 01 - Sep 30, Dec 15 - Dec 31",Jan 01 - Mar 15,Jul 01 - Sep 30,Dec 15 - Dec 31,,,,,,46.5110514,13.4738577
70240,UDINE,MALBORGHETTO VALBRUNA,Standard,A Casa di Fuchs di Giovanna Liuzzo,A Casa di Fuchs ,Giovanna Liuzzo,-,-,Via Alpi Giulie,4,33010,+39 338 8424756,+39 338 8424756,,edel.b@libero.it,,4,7,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.4910286,13.4917589
2437,UDINE,MALBORGHETTO VALBRUNA,Standard,Casa Al Salice di Gelbmann Geltrude,Casa Al Salice ,Gelbmann Geltrude,-,CUCCO,via Nazionale,5,33010,+39 0428 60079,+39 338 3051858,+39 0428 60079,,,2,4,1,"Jan 01 - Apr 30, Jun 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Apr 30,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,46.5060486,13.4371268
58440,UDINE,MALBORGHETTO VALBRUNA,Standard,La Casetta Rosa di Buzzi August,La Casetta Rosa ,Buzzi August,-,BAGNI DI LUSNIZZA,Via Sorgenti Solforose,4,33015,,,,miro62@live.it,,3,5,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.500811,13.3789827
39001,UDINE,MALBORGHETTO VALBRUNA,-,All Ombra Delle Alpi Giulie di Zanon Serena,All Ombra Delle Alpi Giulie ,Zanon Serena,LOC. CUCCO,-,Via Romana,15,33010,+39 0428 60323,+39 347 0701105,,robycecon@tiscali.it,,2,4,1,"Jan 01 - Mar 31, May 01 - Sep 30, Nov 01 - Dec 31",Jan 01 - Mar 31,May 01 - Sep 30,Nov 01 - Dec 31,,,,,,46.5068148,13.425443
35980,UDINE,MALBORGHETTO VALBRUNA,-,Da Julia di Zelloth Riccardo,Da Julia ,Zelloth Riccardo,UGOVIZZA,UGOVIZZA,Via Oisternig,1,33010,,+39 334 3212318,,rickyzelloth@libero.it,,3,6,1,"Jan 01 - Jan 31, Jul 15 - Aug 31, Dec 01 - Dec 31",Jan 01 - Jan 31,Jul 15 - Aug 31,Dec 01 - Dec 31,,,,,,46.5110623,13.4729676
54120,UDINE,MANZANO,Standard,Casa Forte Nussi Deciani di Zamo  Francesca,,,MANZANO,CASE,Via dei Ronchi,12,33044,+39 0432 751061,,,,,4,8,3,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,45.9986075,13.3956271
42700,UDINE,MANZANO,Comfort,La Casa Del Sole,,Del Sole,CASE DI MANZANO,-,Via San Tommaso,21,33044,+39 0432 740657,+39 347 7940318,,francesco.sapia@alice.it,,4,8,4,"Jan 10 - Mar 20, Apr 21 - Jun 20, Jul 18 - Jul 31, Sep 01 - Dec 15",Jan 10 - Mar 20,Apr 21 - Jun 20,Jul 18 - Jul 31,Sep 01 - Dec 15,,,,,45.9970847,13.3931177
33482,UDINE,MANZANO,-,Centro di Cencig Luigi,Centro ,Cencig Luigi,-,-,Via della Stazione, 9/a,33044,+39 328 8234841,+39 328 8234841,+39 178 2204233,badandbreakfast.ctr@libero.it,,3,6,3,"Jan 10 - Jul 31, Aug 25 - Dec 15",Jan 10 - Jul 31,Aug 25 - Dec 15,,,,,,,45.9880457,13.3750578
69200,UDINE,MARTIGNACCO,Standard,Brunives di Pittolo Dolores,Brunives ,Pittolo Dolores,TORREANO,-,Via Plaino,13,,+39 348 3704725,,,,,3,5,1,Sep 20 - Nov 30,Sep 20 - Nov 30,,,,,,,,46.1061476,13.1675793
4120,UDINE,MARTIGNACCO,Comfort,"Bed & Breakfast ""casa Veneta""",,,-,-,Via Cividina,14,33035,+39 0432 677820,+39 348 7561976,,,,3,6,2,"Jan 01 - Jul 31, Sep 01 - Dec 31",Jan 01 - Jul 31,Sep 01 - Dec 31,,,,,,,46.0950517,13.1216172
56126,UDINE,MARTIGNACCO,Comfort,Villa Cantarutti di Bettio Manuela,Villa Cantarutti ,Bettio Manuela,PIAZZA SAN TOMMASO,-,Piazza San Tommaso,2,33035,+39 0432 678155,,,lino@villacantarutti.it,,3,6,2,"Jan 01 - Jul 31, Sep 01 - Dec 31",Jan 01 - Jul 31,Sep 01 - Dec 31,,,,,,,46.1052647,13.1624372
38920,UDINE,MARTIGNACCO,-,Vivere In Campagna di Passarino Gabriella,Vivere In Campagna ,Passarino Gabriella,-,TORREANO,Via Alnicco,4,33035,+39 0432 678919,+39 329 2117711,,,,1,4,1,"Jan 10 - Jul 31, Aug 17 - Dec 19",Jan 10 - Jul 31,Aug 17 - Dec 19,,,,,,,46.1070647,13.1625288
51181,UDINE,MOGGIO UDINESE,Superior,Residence di  Giovanni D Avino,,D Avino,-,-,Via Valsassina,15,33015,,+39 347 2556958,,residencebedandbike@mail.com,,1,3,1,"Jan 01 - Jan 06, Apr 01 - Oct 30, Dec 24 - Dec 31",Jan 01 - Jan 06,Apr 01 - Oct 30,Dec 24 - Dec 31,,,,,,46.4050907,13.1955309
52900,UDINE,MONTENARS,Comfort,Oriza di Hrast Martha,Oriza ,Hrast Martha,-,-,Via Flaibano,37,33010,+39 0432 972943,+39 368 3914511,,,,3,5,3,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,,
36521,UDINE,MORTEGLIANO,Superior,Alfier Andrea di Bernardis Andrea,Alfier Andrea ,Bernardis Andrea,-,LAVARIANO,Via Mortegliano, 20/2,33050,+39 0432 767028,+39 349 7585900,+39 0432 767028,INFO@CORTEALFIER.COM,http://WWW.CORTEALFIER.COM,3,8,3,"Jan 01 - Jan 16, Jan 31 - Mar 15, Apr 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Jan 16,Jan 31 - Mar 15,Apr 01 - Oct 31,Dec 01 - Dec 31,,,,,45.950117,13.2057358
36520,UDINE,MORTEGLIANO,Superior,Alfier Francesco di Bernardis Francesco,Alfier Francesco ,Bernardis Francesco,-,LAVARIANO,Via Mortegliano, 20/4,33050,,+39 348 4078364,+39 0432 767028,INFO@CORTEALFIER.COM,http://www.cortealfier.com,3,8,3,"Jan 01 - Jan 31, Feb 28 - Apr 17, May 01 - Oct 16, Nov 01 - Dec 31",Jan 01 - Jan 31,Feb 28 - Apr 17,May 01 - Oct 16,Nov 01 - Dec 31,,,,,45.950117,13.2057358
37380,UDINE,MORTEGLIANO,Standard,Garbin di Desinano Vinicio,Garbin ,Desinano Vinicio,-,LAVARIANO,Via Pozzuolo,22,33050,+39 0432 767326,+39 347 1237329,,vinicio.desinano@alice.it,http://www.casagarbin.com,3,6,2,Mar 01 - Dec 31,Mar 01 - Dec 31,,,,,,,,45.9833967,13.1941982
36560,UDINE,MORTEGLIANO,Comfort,Al Batifiar di Sbuelz Filippo,Al Batifiar ,Sbuelz Filippo,-,LAVARIANO,Via Battiferro, 41 int.1,33050,,+39 339 3795339,+39 0432 510876,filippo.sbuelz@gmail.com,,3,6,3,"Jan 16 - May 27, Jul 02 - Dec 16",Jan 16 - May 27,Jul 02 - Dec 16,,,,,,,45.9560793,13.2310949
70053,UDINE,MORUZZO,Superior,A Cjase di Sandra di Canciani Lisa,A Cjase di Sandra ,Canciani Lisa,-,-,Via del Cristo,1,33030,,+39 329 3566897,+39 0432 672799,,,2,4,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.1213151,13.1326462
2626,UDINE,NIMIS,-,Casa Nongruella di Barbei Ornella,Casa Nongruella ,Barbei Ornella,-,CERGNEU,Via Nongruella,7,33045,+39 0432 797194,+39 333 2668108,+39 0432 400950,,http://www.nongruella.com,3,6,3,"Apr 01 - Jun 20, Jul 01 - Sep 30",Apr 01 - Jun 20,Jul 01 - Sep 30,,,,,,,46.2254328,13.3328241
67180,UDINE,OSOPPO,Standard,Al Vecchio Glicine di Pittino Nadja,Al Vecchio Glicine ,Pittino Nadja,-,RIVOLI,Via Gravate,2,33010,+39 0432 986224,+39 347 9392136,,nadja.pittino@pec.it,,2,5,1,Jun 01 - Oct 01,Jun 01 - Oct 01,,,,,,,,46.2219123,13.06439
40180,UDINE,OSOPPO,-,Da Rita di Buiatti Enzo,Da Rita ,Buiatti Enzo,-,-,via Buia,16,33010,+39 0432 975428,+39 347 5638054,,,,2,4,1,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,46.2523677,13.0875166
43740,UDINE,OVARO,-,Mandi Mandi di Maria Nagostinis,Mandi Mandi ,Maria Nagostinis,-,MIONE,Via Otto Ottobre di Mione,43,33025,+39 0433 747650,+39 338 4005934,,,http://www.mandimandi.it,3,6,3,"Jan 01 - Nov 04, Dec 05 - Dec 31",Jan 01 - Nov 04,Dec 05 - Dec 31,,,,,,,46.4775476,12.854026
